Gene,log2FoldChange
SLBP,-1.4081465191469693
TMEM129,-0.029590545314219653
TACC3,-3.6234519926167326
LETM1,-1.6847492651169707
WHSC1,-0.9722660325024347
NELFA,-0.1430190385592104
HAUS3,-2.1453373095305985
MXD4,-1.385017593574382
ZFYVE28,-3.1675688104374182
RNF4,-1.5975525262933103
FAM193A,-1.2623263766349113
TNIP2,-1.0434293938735943
SH3BP2,0.3019408983865995
ADD1,-0.4211152108165947
MFSD10,0.0621900150123692
NOP14-AS1,-0.3528127279954972
NOP14,-1.133169939983468
GRK4,-0.5133232631565793
HTT,-1.5589617873084902
RGS12,1.6104529920989548
LRPAP1,0.3831300365792473
TMEM128,0.17485825707335417
LYAR,-2.912754032701902
ZBTB49,-2.4243939922293682
STX18,-0.44256127315509913
STX18-AS1,-1.6773335243545793
STK32B,4.25218399140273
WFS1,-1.0767114664596695
MAN2B2,-1.9696218508307524
MRFAP1,0.5902980713057334
RP11-539L10.3,0.9651791047995346
MRFAP1L1,-0.7484772220706991
BLOC1S4,-0.8261173541136808
KIAA0232,-0.6656699135714964
TBC1D14,-1.4110829991747087
GRPEL1,0.34126399732578827
AFAP1,-1.0060754572258073
SH3TC1,-0.8423358387575619
ACOX3,-0.5962560362242101
SLC2A9,2.4439449077051885
WDR1,-1.5460413781014697
RAB28,-0.9855473994496896
BOD1L1,-1.4607535202179263
CPEB2,0.6482396914279676
FBXL5,1.3506127722815853
FAM200B,0.28922609954075673
FGFBP2,-7.42201051724115
TAPT1,-0.9989112270188336
LDB2,-3.220730322596757
QDPR,1.3873679955629383
LAP3,0.7790280009032076
MED28,-1.197187758519566
DCAF16,-1.2818891354922022
LCORL,-1.2886271802041318
PACRGL,0.2637275628767024
DHX15,-0.5316696174662585
SEPSECS,0.3066053763080214
SEPSECS-AS1,-1.3709552702566634
PI4K2B,-1.5491024517093341
ZCCHC4,-0.6638507857698936
ANAPC4,-1.2817346308370599
SEL1L3,0.23737127976002784
SMIM20,0.8430205878860841
RBPJ,-0.5636907892606627
TBC1D19,-0.2599360684265933
STIM2,-4.01799146504726
ARAP2,-3.2895519227145185
RELL1,-0.5382357818733629
PGM2,-1.1210723804282678
TBC1D1,-2.7585845112521037
KLF3,-1.7704734389280918
TLR1,-4.0124172425187234
FAM114A1,2.630129024856374
KLHL5,-1.4709731322409696
WDR19,1.6357833126003887
RFC1,-0.293415242212513
RPL9,0.34584865064217446
LIAS,0.14568514461239931
UGDH,1.5428436412821984
UGDH-AS1,1.6999836683215948
SMIM14,0.17794809816955715
UBE2K,-0.9391429549749036
PDS5A,-0.9896803941418276
N4BP2,-2.6277984689932645
RBM47,2.1503662008475732
NSUN7,2.6660038319120964
APBB2,0.4221772235087735
UCHL1,4.536944893244222
TMEM33,-0.9776854655787414
SLC30A9,0.1856049322348732
ATP8A1,-2.5172339791588656
GUF1,-0.12290451327692177
GNPDA2,0.03019011506852534
COMMD8,-1.0855273586316974
ATP10D,-1.4255467550615297
NFXL1,-0.15382648618444972
SLAIN2,-1.5693088892717473
FRYL,-1.5437813562943357
OCIAD1,0.3338804499013993
OCIAD2,2.383691452103609
DCUN1D4,0.6276171578146476
SGCB,2.856259938233493
USP46,-0.8024048737287843
USP46-AS1,0.02034535263499889
SCFD2,-1.0613546359365982
FIP1L1,-1.3882186014580042
LNX1,1.799937804487676
CHIC2,-1.2480542069272234
SRD5A3,0.9715581387962857
TMEM165,-0.6674828657976201
CLOCK,-0.40371971090239456
EXOC1,-0.36073091241685207
CEP135,-2.153474648056953
AASDH,-0.49659132127280053
PPAT,-0.2236768613121662
PAICS,1.6267402281149066
SRP72,-0.3764806682965137
REST,-1.722219866878412
NOA1,-0.6742036721807884
POLR2B,-1.5493826215274926
IGFBP7,0.7216971902456106
CENPC,-1.6204603903003942
UBA6,-0.8334367805656666
UBA6-AS1,0.3715840507291709
YTHDC1,-0.6386013271324813
UGT2B7,6.635547541660151
UTP3,-0.8022985828989296
RUFY3,1.4125713336929957
GRSF1,-0.1812103897967704
MOB1B,-1.113413495993984
DCK,-2.777290448617533
COX18,-1.6279565090582286
ANKRD17,-0.6498681612314293
RASSF6,5.805417262958811
CXCL2,1.4161294110722205
MTHFD2L,-0.2935350847167491
AREG,-3.889464378459732
RCHY1,0.07675161875256133
THAP6,-0.4108546822095561
CDKL2,2.855227475960395
G3BP2,-1.664942677783714
USO1,0.18144306081218597
NAAA,-2.1028583704939314
SDAD1,-0.9709059429579591
NUP54,-0.37429698556059704
SCARB2,1.1884913100599466
STBD1,3.675378460866984
SHROOM3,1.3981038728995927
SEPT11,0.6497212290314952
CCNI,0.13525230586256093
CCNG2,0.9182842094528426
CNOT6L,-2.6061696430646495
MRPL1,-0.19720655552510258
BMP2K,-0.6555850962226268
ANTXR2,-1.8683576533725572
RASGEF1B,-2.9978116357195157
HNRNPD,-0.8695923857022135
HNRNPDL,-0.82065323517897
ENOPH1,-0.12738178083221902
SCD5,0.5790073565968649
SEC31A,0.5761736182900563
THAP9-AS1,-0.03880686457684204
THAP9,0.3580918428488388
LIN54,-0.9726586921132
COPS4,-0.14504803326470903
COQ2,-1.1671367025506745
HELQ,-1.0684964525318954
MRPS18C,0.5412175358042824
FAM175A,-0.1005858878634378
WDFY3,1.2845532175891643
ARHGAP24,0.7932038202508633
MAPK10,3.2120499172636103
C4orf36,2.130223243845488
AFF1,0.67725473791191
KLHL8,-1.1086708800795924
HSD17B11,-1.0373638004994121
NUDT9,-0.2359391926502643
SPP1,4.280578861247084
PKD2,1.5407286877827508
PPM1K,-2.8312629545557133
HERC6,-1.044851989826116
HERC5,-1.703992259074188
PYURF,-0.45612874952134413
HERC3,-0.2058150535201034
NAP1L5,-3.1021392227496114
FAM13A,2.848942145615189
TIGD2,-0.26109176774716913
GPRIN3,-4.304496657198743
SNCA,-2.954983589762478
SMARCAD1,-0.972203799480524
PDLIM5,0.9499434260607488
RAP1GDS1,-2.5616122108746944
EIF4E,-1.0426714715720493
METAP1,-0.6417356226650073
ADH5,0.9444481077840391
TRMT10A,-0.534388627336822
LAMTOR3,0.6563883027443979
DNAJB14,-1.331709136190932
H2AFZ,0.16556239377185805
PPP3CA,-1.672236069283184
FLJ20021,0.8163441937014889
BANK1,-1.2011892118114738
SLC39A8,-0.5588341840503988
RP11-499E18.1,0.5990949591043524
NFKB1,-1.3118208180056652
MANBA,-1.5659282535150687
UBE2D3,-0.24773631253129383
RP11-10L12.4,-1.3572505488206847
CISD2,1.2257618199765277
SLC9B2,-1.9803136776951713
BDH2,2.059275782888553
TET2,-1.77465799894843
PPA2,0.4956581846574771
INTS12,-0.6204803262008833
GSTCD,-1.2518447954755627e-05
TBCK,-0.4453597969955765
AIMP1,0.5227412840166054
PAPSS1,-0.8965872964372028
CYP2U1,-1.3777126331602192
HADH,1.0814190916141997
RPL34,-0.29904305379286067
OSTC,0.3132010215716504
SEC24B,-0.8135802207021282
CCDC109B,-1.5618370319233965
CASP6,0.5466270368329592
PLA2G12A,1.5551303827944887
CFI,4.856152400048986
GAR1,0.09833909947927959
ELOVL6,-0.5348478793815848
ENPEP,4.774194607720034
AP1AR,-0.22652719583086278
TIFA,-1.0730968545546204
ALPK1,0.8657537701733043
LARP7,-0.35187039317920327
ANK2,2.5636089669193804
CAMK2D,-0.7289575917435087
UGT8,2.9784762219605865
SNHG8,0.8131497183321174
METTL14,-0.5553319584765116
SEC24D,-1.4214383596543028
USP53,0.2016835682203225
C4orf3,1.1795428509334258
MAD2L1,-0.2748441090334314
PRDM5,0.29988009068911886
ANXA5,0.868388438393477
EXOSC9,-1.5228847496377071
BBS7,-0.4790011384481928
KIAA1109,-1.046798409330562
BBS12,1.8665349660871915
NUDT6,1.3236700049649268
SPATA5,-1.7350892831450981
SPRY1,-1.7824448891741047
HSPA4L,4.174938926183298
MFSD8,-1.380164148685848
ABHD18,-1.4596885573866993
LARP1B,0.46212082970816126
PGRMC2,1.5370356282509974
JADE1,0.06040023482899015
SCLT1,-2.660369215685493
C4orf33,0.016551084391315394
NOCT,-0.3616721556503339
ELF2,-0.8871317075251329
MGARP,3.47153338661506
NDUFC1,2.496845666153175
NAA15,-0.5575802872279313
RP11-83A24.2,0.6430909752559553
RAB33B,-1.179847053367595
SETD7,0.42778597190636053
MGST2,1.1876961786461822
MAML3,-1.543257447392291
SCOC,1.341492482043391
ELMOD2,-0.22138816680607837
TBC1D9,-1.2224601953393905
ZNF330,-0.27466080134105975
IL15,-0.0814580306864355
RP11-284M14.1,-0.9188875651199886
USP38,-1.4613766746675405
GAB1,0.7847800947249111
SMARCA5,-1.376388803536906
ANAPC10,-0.0732360507828874
ABCE1,-0.5905259257783955
OTUD4,-0.7578156837897854
SMAD1,0.7470815299475246
MMAA,0.38927475767174274
ZNF827,0.06750891244663534
LSM6,-1.1446358477894545
SLC10A7,-1.5827131255262883
TMEM184C,-0.4627774615438342
PRMT9,-2.757083136947695
ARHGAP10,-0.5910761360963602
NR3C2,-1.070425210047373
LRBA,-1.3771639002763663
RPS3A,-0.16630080111580764
SH3D19,1.5892288001689523
GATB,0.81599821683359
FBXW7,-2.3226362325655616
DKFZP434I0714,-1.0822199426245587
ARFIP1,-0.086104699825618
TRIM2,0.9553062330489526
PLRG1,-0.36268351160217893
MAP9,1.3491183345728117
GUCY1A3,2.265483139340949
GUCY1B3,1.3648340688553984
CTSO,1.0313495499830145
C4orf46,-1.267191400938211
ETFDH,0.40190210504133894
PPID,-1.0336198751349088
FNIP2,1.0638133646474777
RAPGEF2,-0.04054166147249495
NAF1,-1.354529594574405
TMA16,-0.34929762870737147
TMEM192,0.8674917208135049
KLHL2,-1.8584415827026088
MSMO1,0.4161872891831685
DDX60,-0.9617039990551821
DDX60L,-2.0763905379808767
PALLD,0.4056527854909811
CBR4,-0.049461648633931786
SH3RF1,1.3403282331339328
NEK1,-0.7790246380901354
CLCN3,0.2591536320142835
C4orf27,0.07261830830395621
MFAP3L,2.70684274395642
GALNT7,-0.805680940616158
HMGB2,-1.7783480995005971
RP11-798M19.6,3.2353554987870106
SAP30,0.38291539437850697
FBXO8,0.07835100352294955
CEP44,-0.826946154930437
HPGD,1.7971300932915686
RP11-87F15.2,-2.358941829095252
SPCS3,-1.1905792852943813
AGA,-0.7825552528730954
DCTD,0.25001052911327043
CDKN2AIP,-1.7998122512391894
RP11-367N14.2,-1.4255669733360852
ING2,1.0905842644668284
RWDD4,0.2522571902818991
TRAPPC11,-1.2533952877397803
IRF2,-2.0337218232601058
RP11-326I11.3,-1.6739301645729032
CASP3,-2.386270732983752
PRIMPOL,-0.7249510408290286
CENPU,0.31753275999566033
ACSL1,0.1866878605340246
SLC25A4,2.659906339482473
CFAP97,0.4965666210837719
LRP2BP,-0.3367797889004599
ANKRD37,0.7495991296507788
UFSP2,1.1203645459547227
C4orf47,3.3231890657770995
CCDC110,4.55373877366816
RP11-279O9.4,3.286720512489423
PDLIM3,1.6097418796356826
SORBS2,2.908646126174781
FAM149A,3.8806002861709676
CYP4V2,-0.08247948138751349
FRG1,-1.2312802766753652
CCDC127,0.9064715578138085
SDHA,0.6476334966594549
PDCD6,0.48913912048161695
EXOC3-AS1,0.8896325722749097
EXOC3,-0.12000250705000626
PP7080,0.7763354670592271
BRD9,-0.9750644609654611
TRIP13,0.7788499536199864
SLC12A7,2.117651739762658
CLPTM1L,1.3255546527128796
LPCAT1,0.44822131443373936
MRPL36,0.41566917447336
NDUFS6,-0.10867444790564532
ICE1,-1.3711222184424268
MED10,-0.2634541615463741
NSUN2,-1.362974779991254
SRD5A1,0.32300898694536345
MTRR,0.5952799626919693
FASTKD3,-0.7400915761700565
MIR4458HG,2.4736704754330856
FAM173B,-0.43694472951647845
CCT5,-0.30455184695646625
CMBL,5.314476074462984
CTD-2256P15.2,0.4682217229925674
MARCH6,-0.1525440298241607
ANKRD33B,2.066909966319404
DAP,0.41615207403425825
TRIO,0.352073930923085
OTULIN,-1.4771180691372163
ANKH,-1.544937116671482
ZNF622,-0.2255063273006459
FAM134B,3.5600007421329667
C5orf17,0.08276100092961217
CDH6,5.075047602918672
DROSHA,-0.9270858613976802
C5orf22,-1.5898383894096828
GOLPH3,-0.872578176364175
MTMR12,-1.0510480840943226
ZFR,-0.7626592311295181
SUB1,-0.7861879246486198
NPR3,3.823286473677132
TARS,-0.4237408824823488
AMACR,3.6531810682788923
C1QTNF3,0.8410866217787175
RAI14,2.4053561718613037
CTD-2517O10.6,3.2628066710703565
RAD1,-0.6792182511726469
BRIX1,-0.4660351279498332
DNAJC21,-0.8482959258942179
SPEF2,1.2979574903424569
LMBRD2,-0.4831434883795191
SKP2,-1.8260945832595188
NADK2,0.8622662824070498
SLC1A3,-4.888423212318198
NIPBL,-1.8739701270062459
C5orf42,0.21272498488471955
NUP155,-1.1415893062893168
WDR70,-0.9382533483176646
RICTOR,-1.799209016574107
FYB,-4.9454754571507324
DAB2,3.3661486978647077
PTGER4,-5.301904643637871
TTC33,-0.5058400463695216
PRKAA1,-1.1655012323722143
RPL37,-0.17835578462521212
OXCT1,-2.0367517104301567
C5orf51,0.16829793096564263
FBXO4,-0.41011823184374596
SEPP1,1.8676964705283925
ANXA2R,-2.8835738719393773
ZNF131,-1.5598524237507174
HMGCS1,-0.7103304165022912
CCL28,2.813676725186055
C5orf28,-0.3345915705695162
PAIP1,0.8755436508093988
NNT-AS1,0.30424815236315383
NNT,-0.7941807481050318
MRPS30,-0.5376265120655662
PARP8,-3.5776732003996052
ITGA1,-1.063018793054584
PELO,1.7267381687388303
ITGA2,1.138142143161215
MOCS2,1.2813733492462862
CTD-2366F13.1,1.2577472575396675
NDUFS4,1.521549060009443
ARL15,-2.070565263449689
SNX18,-3.069154126798068
GZMK,-4.766197555001226
GZMA,-5.003514230271996
DHX29,-0.41885893325684426
SKIV2L2,-0.3833850843272217
PLPP1,-0.6967202509427561
SLC38A9,-1.5903365540335728
IL6ST,0.09821992095600784
MAP3K1,-1.761953890857975
SETD9,0.33772256533627465
MIER3,-1.136760447714568
GPBP1,-0.7241241344241651
PLK2,0.8431162545907349
PDE4D,-1.0806599574934879
ERCC8,-0.92047935891329
NDUFAF2,0.557499101332055
SMIM15,0.8545202567453185
KIF2A,-1.477240280087228
DIMT1,-1.0634080183877685
IPO11,-1.181287902738978
SREK1IP1,-0.02569991537419421
CWC27,-0.2592461215843978
CENPK,-2.0928710791778578
PPWD1,-1.0960097861234581
TRIM23,-0.20726846301237845
TRAPPC13,-1.3706029065109662
CTC-534A2.2,-1.9980529159457423
SGTB,-2.429216945402265
NLN,1.1548508615436466
ERBB2IP,-1.0845181981486551
SREK1,-0.2916377603241738
MAST4,1.2035541043223217
PIK3R1,-1.923625286054054
SLC30A5,-0.37224678452145454
CCNB1,0.9807167047291585
CENPH,-0.257682296897096
MRPS36,0.8669986294822849
CDK7,0.3783519374238116
CCDC125,0.3265776309981197
AK6,0.8310853468856795
TAF9,0.20143741127603718
RAD17,-0.07314266171794388
MARVELD2,3.3867201776989697
GTF2H2C,-0.3778896311258023
GTF2H2,-0.4337313022532267
BDP1,-0.7856750550436787
MCCC2,0.2736301483090903
MAP1B,-0.5611785857595956
MRPS27,-0.23793912362925757
PTCD2,-0.031427076981319906
TNPO1,-0.9564033052641238
FCHO2,0.3712415915689934
RP11-79P5.9,0.6226542216552803
BTF3,0.4058283413072755
ANKRA2,-0.3136339903345749
UTP15,-0.9285678563923575
ENC1,-2.8228650082030926
HEXB,0.15157623793646496
GFM2,-0.3242568063507741
NSA2,0.41965879168531023
HMGCR,-1.5302968058220434
COL4A3BP,-0.3245308127607342
POLK,-0.4418531227392345
POC5,-1.1369098196654563
IQGAP2,-3.4898534804012975
AGGF1,-0.24737341283220082
ZBED3,1.851498142240879
ZBED3-AS1,2.656409734095055
WDR41,0.8228855285171014
TBCA,1.4313452110344331
AP3B1,-0.9811503253095224
SCAMP1-AS1,-0.3799625413697696
SCAMP1,0.3460962566523368
LHFPL2,-1.5165413834653607
ARSB,-0.18185473349357303
DMGDH,2.6987430759665583
BHMT2,5.278298347358957
BHMT,4.813389451654307
HOMER1,0.2651780096405641
PAPD4,-1.1400977323485566
MTX3,-0.7196022312437923
SERINC5,-2.6546501921597745
ZFYVE16,-0.5176017651972707
CTD-2015H6.3,1.4090112081232495
DHFR,0.5417234183130357
MSH3,-0.17305093109621192
CKMT2-AS1,-0.5955152237987266
ZCCHC9,-0.161453410748157
SSBP2,0.9512671312023848
ATG10,0.44449100174210143
RPS23,0.07918668639681439
TMEM167A,-0.3257600524871989
XRCC4,0.33611122624541623
VCAN,-0.9613459307634097
COX7C,0.8955064580312851
RASA1,-1.5798865248274054
CCNH,-2.8025160886458864
TMEM161B,-0.0539145583755004
TMEM161B-AS1,0.9191452711048385
CETN3,1.09179613677763
MBLAC2,-1.2178765616351421
LYSMD3,-0.7861463946231452
ARRDC3,-0.5698057438528273
FAM172A,-0.6529085298969299
KIAA0825,-1.749099484293691
SLF1,-2.9552682790359674
TTC37,0.029038033523401556
ARSK,0.1415024201353804
RFESD,-0.11413241596171643
RHOBTB3,1.6607002791726047
GLRX,1.4777391178740245
ELL2,0.7259880829379741
CAST,0.16124838574127934
ERAP1,-1.3360284836253167
CTD-2260A17.2,-1.1671992685774983
ERAP2,-2.3169144648722946
LNPEP,-1.6662348589165945
RIOK2,-0.626012776347972
CHD1,-1.7174029931192683
FAM174A,2.1761785896857186
SLCO4C1,2.5332684632330147
PAM,1.5562517965513307
GIN1,-0.4629530516297164
PPIP5K2,-0.4472676282912181
C5orf30,-0.8786860597049987
NUDT12,2.887109369723405
FBXL17,-0.8682804022316238
LINC01023,3.0454068163830934
FER,0.10555445257176778
PJA2,-0.36674952017663526
MAN2A1,-1.4341585804178845
SLC25A46,-0.7491758030100183
WDR36,-1.1260998669272824
STARD4,-2.006229276894439
NREP,3.030961185802922
EPB41L4A,2.224387904323233
EPB41L4A-AS1,1.6616827632183149
APC,-1.4054057240418052
SRP19,-2.0558370841303817
REEP5,-0.00244058490133261
DCP2,-2.1203059754133617
MCC,0.04093729628619961
YTHDC2,-1.0245542637749838
PGGT1B,-0.8089470111044814
CCDC112,-0.19150036284013347
FEM1C,0.6485394614737993
AC010226.4,1.1514356088617475
TMED7,0.26849449476208465
ATG12,-0.6411186127294876
AP3S1,0.4175266311256333
CTD-2287O16.5,-0.29682611601309006
COMMD10,-0.009321487207641697
SEMA6A,4.316620468082677
DTWD2,0.5388050621320829
DMXL1,0.13939166697056724
TNFAIP8,-1.3141401901010734
HSD17B4,0.34331835103525826
SRFBP1,-0.6186792244518724
SNX2,0.3043576552024651
SNX24,1.336522598148159
CEP120,-1.561342585410582
CSNK1G3,-1.6354974135649516
ZNF608,4.7500806275925225
GRAMD3,1.917095899619989
ALDH7A1,3.6576725691409893
PHAX,-0.020967460384046975
LMNB1,-3.009428544281188
MARCH3,-3.7299610294543077
C5orf63,-0.34378774371950793
PRRC1,-0.17604932962297432
LINC01184,-0.32233037214923477
ISOC1,-0.16999315487136185
HINT1,1.5949606788485244
LYRM7,-0.4262948303917618
CDC42SE2,-1.6279515729956073
RAPGEF6,-1.5845125823696606
FNIP1,-0.3375055755495167
P4HA2,4.922321651804324
SLC22A5,3.878143154330675
C5orf56,-1.4446024668422113
IRF1,-1.119918725114306
RAD50,0.6300204125313781
KIF3A,-0.3181379529986362
SEPT8,1.3170112104902343
SHROOM1,0.7098388066929484
UQCRQ,1.6954312166167538
AFF4,0.3719130470150354
ZCCHC10,-1.2237740600535236
HSPA4,-1.247499784666128
C5orf15,2.013623883535172
VDAC1,2.338207582778099
CTB-113I20.2,0.5838500870546691
SKP1,0.904386574969403
PPP2CA,-0.6596201583704785
CDKL3,1.7147586112207691
UBE2B,0.36367298401965026
CDKN2AIPNL,0.8092144415914939
JADE2,-1.2241691607889738
SAR1B,0.0672102956687801
SEC24A,-0.5599606898690263
CAMLG,0.3990734361480769
DDX46,-1.1877347560903933
C5orf24,0.8139094080683223
TXNDC15,0.16935093625351635
PCBD2,1.224838002791959
H2AFY,-1.0175789234301813
CXCL14,5.659280881720551
TGFBI,2.694265803350242
SMAD5,0.690424491733989
HNRNPA0,-0.6585168682502934
FAM13B,-1.691857455711901
BRD8,0.37019610974777106
CDC23,-0.21095150820121594
FAM53C,-0.48214963568009217
KDM3B,-0.9410128413261407
EGR1,1.7574035709809934
ETF1,-0.40938459963385987
HSPA9,0.4520277773626618
CTNNA1,1.660209948690947
SIL1,1.056191077359883
MATR3,-0.8370878454162786
MATR3.1,-1.155699319673746
PAIP2,-0.06663170181215824
CTB-43P18.1,-0.9548971127473722
SPATA24,0.22615558845815473
DNAJC18,0.010391210000700063
TMEM173,-2.6387002897724083
UBE2D2,0.4600675233618492
CXXC5,1.4419419721935085
LINC01024,0.35663824176398295
PURA,-0.45068435647983046
IGIP,-0.02327379236179906
CYSTM1,3.12700248742749
PFDN1,0.7419362310084306
CTC-329D1.2,-1.409827128933071
ANKHD1,-1.0794739306209917
SRA1,-0.4557157719802575
EIF4EBP3,3.5772970008746547
APBB3,-0.3018329952545391
SLC35A4,0.08868872308494606
CD14,-5.904906628271304
NDUFA2,1.0246827996223364
TMCO6,-0.6115141573415472
IK,-0.4336184947773453
WDR55,-0.21893410625418994
HARS,0.1002818379253786
HARS2,-0.36796358616128616
ZMAT2,0.24876166760448926
TAF7,-0.46483611976322614
PCDHGC3,2.309869350954942
DIAPH1,-0.9433370574689618
HDAC3,-0.03587963940070053
RELL2,-5.544964089787556
FCHSD1,-2.680457436487916
KIAA0141,-0.6230590147091404
RNF14,0.8975130189980267
GNPDA1,0.8890599000088625
NDFIP1,-0.3333446715675454
ARHGAP26,-1.2764298073620686
NR3C1,-0.8539994714351452
YIPF5,0.4011682731774925
KCTD16,4.0283246538182205
PRELID2,3.7927294807862317
LARS,0.47043508301253345
TCERG1,-1.098001008931759
PPP2R2B,-5.491470384972503
RP11-373N22.3,1.8723068956850046
FBXO38,-0.8377668241361182
ABLIM3,5.219952765569667
GRPEL2,-0.7169324832613053
CSNK1A1,0.02729611853795331
ARHGEF37,2.926045910831395
SLC26A2,-2.47275228449603
TIGD6,0.6972074061433434
HMGXB3,-0.4425047530373151
TCOF1,-1.5104989560997584
CD74,-1.2318188374726273
RPS14,-0.052745106366397114
NDST1,-0.35754100710027104
SYNPO,3.1153239970459388
RBM22,-0.5202688557234163
DCTN4,-0.30590997125504643
SMIM3,3.4498450523430817
GPX3,4.331648976699861
TNIP1,1.7655941723907507
ANXA6,-3.1843617428723587
CCDC69,-5.751868688166414
GM2A,-1.023402278429594
SLC36A1,-1.0616623418552305
SPARC,-0.27866802691252757
ATOX1,1.9460606176110913
RP11-54C4.3,1.9779590900365311
G3BP1,-0.3945194685177838
FAM114A2,-0.3667067886348153
MFAP3,-1.1656792654237156
GALNT10,-2.148592502029466
SAP30L,-0.9789428286171205
LARP1,0.1218933460628082
FAXDC2,1.852262227702349
CNOT8,-1.3238960819147012
GEMIN5,-0.48634588159619313
MRPL22,1.0671981636155945
HAVCR2,-1.5724758761561342
MED7,0.06503852354228257
CYFIP2,-1.2231306146777325
THG1L,0.5210671732072145
CLINT1,0.1497518880823949
RNF145,-0.36049376699496444
UBLCP1,-2.0115574616426533
TTC1,0.6704150234642875
PWWP2A,-0.31564825200078755
ZBED8,2.7127156719076493
SLU7,-0.1441578175762787
PTTG1,-1.3088788883415905
CCNG1,1.4147790496462047
NUDCD2,0.3402922582822951
MAT2B,-0.6433603968624471
WWC1,5.032635097378492
RARS,0.8222896858109379
PANK3,-0.6655163439435324
SPDL1,-0.5466609180516858
LCP2,-5.4361284745819685
NPM1,1.134284555217932
FBXW11,-0.7969360711429355
STK10,-4.666713188846063
UBTD2,0.23969348163278695
DUSP1,0.6331953410018016
ERGIC1,2.01689642624961
RPL26L1,1.1534579258014301
ATP6V0E1,0.11406519491159067
CREBRF,-0.4347221079889
BNIP1,-0.4444788849097814
BOD1,2.0850028586855185
CPEB4,0.5993394027102785
SFXN1,0.03196864715466026
THOC3,-0.3103043827917797
SIMC1,-1.1252562528649437
KIAA1191,1.8248326089099416
ARL10,1.4669730386751614
NOP16,0.8509038504686806
HIGD2A,0.03267538196169958
CLTB,-0.3626610637480853
FAF2,0.14620415741529505
RNF44,-1.243670289492428
TSPAN17,-0.7835698457951451
UIMC1,-1.2449905908433356
ZNF346,-0.8436166241381532
FGFR4,5.0187412519083745
NSD1,-1.3883839648127778
RAB24,0.6143914112902491
PRELID1,0.5821022147916478
LMAN2,0.6891021983355912
RGS14,-0.4636572802848289
GRK6,-3.2158958441679966
PRR7,0.5365436477653207
DBN1,0.2670585311221173
PDLIM7,-0.924975824638595
DDX41,1.380896888588334
FAM193B,-0.5410395956767983
TMED9,0.7787717867302656
B4GALT7,0.6799163472823725
RMND5B,0.17755730699525896
NHP2,1.1770564832493275
HNRNPAB,0.04835403257434447
PHYKPL,0.439612112708312
CLK4,0.35501652799144884
ZNF354A,-0.14619445228545686
ZNF354B,-0.7692085689413173
ZNF879,-1.7549506210446184
ZNF354C,-0.31900695857461586
RUFY1,-0.07883576308147729
HNRNPH1,-0.6038850921003199
CANX,1.1103373875031717
MAML1,-0.8590722122902195
LTC4S,-0.0912999183321321
MGAT4B,1.563469009133074
SQSTM1,0.8150231565895171
C5orf45,0.9976105459153518
CTC-241N9.1,1.6628842723627175
TBC1D9B,0.4712446241472249
RNF130,-0.9179021239267048
MAPK9,-0.5871591459788096
CNOT6,-1.0274920899877436
MGAT1,-2.0881862995923033
LINC00847,-0.9520131993226418
ZFP62,-0.7825764621408554
CTC-338M12.5,1.2588754605439614
TRIM41,-1.0574556104408301
GNB2L1,0.8739938313789538
TRIM52,-0.548870905195538
DUSP22,-1.3486901127495396
EXOC2,-2.5076085195848097
GMDS,-1.3150571510770341
GMDS-AS1,-0.41037787214759724
WRNIP1,-1.27060206075472
SERPINB1,-0.3832358369776892
SERPINB9,-3.899094328633147
SERPINB6,1.5600946719507585
LINC01011,0.7086611601182932
NQO2,1.6323336977556009
RIPK1,-1.3392074196705355
BPHL,2.5743393128030148
TUBB2A,0.5501623534149024
PSMG4,0.512323173136668
FAM50B,1.1102802110873715
PRPF4B,-1.1991754903636647
ECI2,0.9094674158153563
CDYL,-1.7822973549431984
RPP40,-0.004316632793853441
LYRM4,-0.7850790555130331
FARS2,-0.615290030529787
RREB1,-0.5467678208064025
SSR1,-0.9358428421909674
RIOK1,-1.7636227089015364
DSP,4.352906620587906
SNRNP48,-0.13945942528305247
TXNDC5,-0.20270516007485406
BLOC1S5,0.8690872662740237
EEF1E1,0.9271463082649782
SLC35B3,-0.8774490048875458
GCNT2,0.2930209279654922
PAK1IP1,-0.5788700981154271
TMEM14C,2.071247123055329
TMEM14B,0.8036147358190999
SMIM13,-1.8681003315584075
NEDD9,-0.09961713813813418
HIVEP1,-1.2213980236059163
EDN1,4.467488740569289
PHACTR1,-0.27052655205489834
TBC1D7,-0.610025361175773
SIRT5,0.5594614402120331
NOL7,0.18272190656255097
RANBP9,-1.5564415861682037
MCUR1,0.5720076417945167
CD83,-4.536812686060535
JARID2,-3.0115973851386335
DTNBP1,-0.7041633287552893
MYLIP,-2.3528987438479487
GMPR,0.7948526088145403
ATXN1,-1.8582719660697278
FAM8A1,-0.8519262551501675
NUP153,-1.1305134341651855
RP11-500C11.3,-1.0888583458238843
KIF13A,-0.4984915914088392
TPMT,1.3790923395146206
KDM1B,-0.9407962142811047
DEK,-0.9072631441940909
RNF144B,-0.46672031980811685
E2F3,-1.9890629824962243
CDKAL1,-0.7371906074417417
SOX4,1.7904119534762413
MRS2,0.36428011090526563
ALDH5A1,-0.02135214559916841
TDP2,0.3396209327931475
ACOT13,1.1653139525034586
C6orf62,-0.9739100816904207
GMNN,0.08912353755587735
FAM65B,-4.150868318062765
