,Eigen,Degree,Between,Between Sub,RWR,RWR Sub
PTPRC,0.08909611184727576,0.08605760735112211,0.02249613950948914,70880.53871288862,0.0027557491824974044,0.0028798106446060786
SYK,0.04283553754252545,0.025622901572716027,0.001100320357807868,3230.1022767063228,0.0006607673881710383,0.0007400298377218765
CD40,0.04066391416785426,0.021911998586322673,0.0003692972695270224,1224.6695565372368,0.0005335598743751122,0.0005642142732202649
SOCS3,0.04113758395338986,0.023325675914472523,0.0013597961375964452,5007.091813855639,0.0006086047646252344,0.0005378403127721183
UBE2W,0.0011942595301738083,0.001590386994168581,6.2921040353579364e-06,18.77116446883936,6.913420649525779e-05,3.992289898197947e-05
EMC8,0.0002933164648196006,0.00035341933203746247,3.9966579747523374e-07,1.43288796231271,3.591465293644361e-05,6.003218897969055e-05
IRF8,0.023881430899675846,0.019084643930022974,0.0009577655068434268,3180.424357295947,0.000517122606675087,0.0005001531370326539
SCO1,0.0010185840139966351,0.0014136773281498499,1.4104048124635224e-05,34.21917082945423,7.028332751605042e-05,9.941596589256685e-05
SLC31A1,0.0018796426138380277,0.0035341933203746245,8.122587495470787e-05,301.43597039826074,0.0001416763638404386,0.00018118236437290473
COX11,0.0029136283623179124,0.007068386640749249,0.00011467041262232464,310.10133206588637,0.00023678812082753093,0.0002723484779721977
MYSM1,0.007219824531278584,0.013429934617423573,0.00034893200406306405,1155.2008557539536,0.00039817690695486394,0.00033531615581392556
CLEC7A,0.017095531972285246,0.008305354302880368,4.6181836147475454e-05,93.89518226931634,0.00021700447123310722,0.00025152438652441814
CD33,0.021700256944316473,0.01714083760381693,0.00042674069561787623,1134.6404947346005,0.0004520416671031798,0.0005447713887161685
ITGAL,0.02469241497629243,0.019438063262060434,0.00044458621620401694,898.519001248971,0.0004972123039854205,0.0005973264358686118
CR2,0.007581714251441901,0.00424103198444955,3.7615400881721595e-05,109.4561742608703,0.0001279805104467498,0.00015912724903469145
MME,0.018702245582269707,0.010602579961123874,0.00040421086273665404,1286.0181588812611,0.0003065974628046187,0.00035084775815971973
CD5,0.0236607553254572,0.015373740943629617,0.0005950415852083631,1452.3235153049523,0.0004042944820501465,0.0004485219931635706
CD79A,0.009185217330408953,0.006008128644636862,0.00016913231454776208,282.4172763618796,0.00018228739964261907,0.0002113291761708488
VPREB1,0.001967408758175922,0.001590386994168581,3.264959464763658e-06,6.881151857648414,6.594410148499316e-05,3.915634947356778e-05
CD2,0.016021101955071684,0.011309418625198799,0.00044438009669199146,639.8655813014391,0.0003257211970019344,0.0003467802521121892
IGHV4-38-2,0.015577867690013555,0.013783353949461036,0.0007310472149389801,2633.0933094766306,0.0003982272000788872,0.00039979761749922246
CD79B,0.00687632890937184,0.004771160982505743,6.72392731513165e-05,51.21060412019927,0.00014770521927070428,0.00017560497773481444
CD180,0.001512233088953733,0.0012369676621311187,3.6829020812035875e-06,12.145141821928636,5.912759803856795e-05,8.268778996118296e-05
PIK3CG,0.018001567235411204,0.011486128291217531,0.0002677832084308543,1094.7626796297843,0.00031805884543725256,0.0003756576489187681
VAV1,0.031105488622535316,0.01837780526594805,0.0006261994175343715,3175.4596054680005,0.0004903897038744768,0.0005645423600211316
BTK,0.03834030244301116,0.025446191906697297,0.0011125179029051087,3323.5014934773835,0.0006612511633286297,0.0007398729477976739
ENTPD1,0.015362782905192917,0.016433998939742005,0.0013270705703861665,5180.827058268811,0.00046232392356066376,0.00048165164202480185
DR1,0.0019616698674208176,0.001590386994168581,2.2435848410859593e-05,111.80892866971837,7.293384669441905e-05,4.2490277926270615e-05
WDR11,0.0005616443472870129,0.001590386994168581,6.458592645178063e-06,27.79146152289203,7.250552518466342e-05,9.67752103885358e-05
CD48,0.009609605629506881,0.006891676974730518,5.7790235558811186e-05,160.7802501912727,0.00019351691571458068,0.00023173662676038498
GDAP1,0.001974637073711786,0.011662837957236261,0.0019817482914401643,3886.3493073239765,0.0006035054533002719,0.0006049875888259472
TMEM176A,0.0007984654414349262,0.005477999646580668,0.0008815182156627796,1195.5940643855788,0.00031779312129157793,0.00027539785611592634
SUPV3L1,0.000469990273138263,0.002297225658243506,0.00010733357240791596,208.59257567727647,0.00011175923999080908,8.130627021023923e-05
C1QB,0.013838357300088623,0.01855451493196678,0.0008989204044785317,1239.5855395927047,0.0005722517362621983,0.0005999388714543234
C1QC,0.010988916330973937,0.015373740943629617,0.0006184125817652634,538.0647688805086,0.0004792993692204087,0.0004697890418309238
C1QA,0.013994903648756286,0.017494256935854394,0.0007295772626859296,854.4029486477552,0.0005298230887218937,0.0005428712964831655
IGFBP7,0.023660261771963318,0.030924191553277965,0.0041729171269907096,6795.745625490565,0.0010079804391782943,0.0009071446990015195
HINT1,0.010621350403394871,0.03799257819402722,0.007921247659498427,22551.93671201397,0.0013988993259384972,0.0011522080534460777
CD151,0.008777260590225058,0.012016257289273724,0.0014666027126161696,3101.12915166848,0.00043612748219690086,0.0004563951465549598
BNIP3,0.021691612953846046,0.026329740236790952,0.0032254432990928604,10107.273343254656,0.0008503909291965559,0.0009288679677316608
CRYAB,0.017851547438433153,0.023325675914472523,0.007278733352802299,16356.311907783262,0.0009842317331731443,0.0008197047365206685
RAC2,0.04864364408309679,0.07103728573952996,0.032782742497656156,87537.18422353815,0.00318309880047234,0.003708016169702005
H2AFZ,0.021565716545967343,0.044000706838664076,0.01338730577109899,50849.02673310808,0.00190277478679524,0.0012632147387206102
RBP5,0.0006899576060041444,0.0037109029863933557,0.000619429209266493,1536.9912473626703,0.00019381535908298913,0.00016304362619913175
XDH,0.009034234981720264,0.011309418625198799,0.0014625433560290135,2400.7877900487265,0.000438595146473575,0.0003494485367214222
DHRS4,0.0028904733335310697,0.007951934970842905,0.001883265535270888,4333.594253584613,0.0004051092616736985,0.000474995405724405
SYMPK,0.000549074152795313,0.0010602579961123874,7.841828508810215e-06,32.443301629329206,5.766490360873352e-05,7.872759026739031e-05
POLR2E,0.015633820328824093,0.05195264180950698,0.01720927786088843,67627.18779050274,0.002192140538366606,0.0016062489241236713
LIPC,0.006654230361467969,0.014136773281498498,0.0025138102633529315,5291.739653247068,0.0006111608821392634,0.00055330324063111
PNLIP,0.006858532381053902,0.010249160629086412,0.0020211095654312757,3346.137252115573,0.0004849797306813142,0.0004379373900615729
RBP4,0.013234454464297616,0.010955999293161336,0.00035420407136091837,556.8337601303843,0.00032168106548885765,0.00029345822228083075
RDH12,0.0007208508331830938,0.009719031631030217,0.0016883037997583736,4424.441789593834,0.0005585915680536058,0.0006822052832518673
LRAT,0.0009839968046100795,0.009012192966955292,0.0015582862769823983,3567.5285995649233,0.0004867489021057286,0.0006071834158666166
RDH8,0.0008992641831412055,0.0026506449902809685,0.00029279737369599057,564.3937994963045,0.00014158246260377803,0.00018468310826510618
CYSTM1,0.0062686005503801165,0.015373740943629617,0.002276738425532704,3672.7596481019978,0.000558504611658138,0.0006646133123531441
RARRES2,0.010808279846204355,0.012016257289273724,0.0014490364586611244,2377.6779853715316,0.00042270085406260496,0.00038092250383370795
HILPDA,0.0012816847930958361,0.002297225658243506,0.00023094627838497042,362.27659435445565,0.00012355122030881694,0.0001316344337599282
CA9,0.026599305176437698,0.01449019261353596,0.0011139057708246989,4134.832857534507,0.000444201022376213,0.0005014174583641829
PNPLA2,0.02335040719185913,0.023148966248453792,0.0021421025520634764,4506.37246629169,0.0006933958369733954,0.0007274108914495615
CTNNB1,0.08341489481238812,0.08093302703657891,0.016999200780188132,68672.25605593734,0.0024335504945671503,0.0024536005828254756
CIART,0.0026368999467298363,0.0024739353242622373,1.1712677880874115e-05,51.065553950232186,9.414968847113795e-05,7.500715311476218e-05
LSP1,0.007206336729688831,0.011662837957236261,0.001399249115011064,2260.3519564323738,0.0004069856849198968,0.000406132111539817
VIM,0.035803349309084964,0.03640219119985864,0.010217147055886527,32528.243397283877,0.0013236332687620647,0.0013451130246014968
TPI1,0.028727507353311216,0.07474818872592331,0.028444605408890152,61718.99524839888,0.0029921669732948485,0.0023580620275204917
ANGPTL4,0.020433962663968925,0.021735288920303943,0.004273227423158315,13872.033621991504,0.0007653770343437707,0.0006358729990128701
HLA-E,0.020027798808261017,0.03781586852800849,0.0072525012719905895,17784.62002983262,0.0014077556202055173,0.0015499819995896842
PPDPF,0.0003877901788330956,0.003180773988337162,0.0007135687830322387,1135.3789904646494,0.00020351889418945677,0.00015041345114089681
PDLIM1,0.004314203774633787,0.00724509630676798,0.0005146557433971462,715.6428705881492,0.00025206357857148354,0.00026438408023165416
TMSB4X,0.016631904155780287,0.019084643930022974,0.002823393052937549,5406.267347915667,0.0006674317901630231,0.0006037735674424101
IGFBP3,0.04174728296103795,0.03746244919597102,0.004882090135880636,12426.428027433325,0.001155139592160465,0.0010350346645837244
