Drug,Disease,n.source,n.target,d,z,0degree.target.keyprotein,1degree.target.keyprotein,2degree.target.keyprotein,n.0degree,n.1degree,n.2degree,coverage.score,specificity.score
CIDs44449299,ccRCC,1,23,1.0,-2.6318494100075407,[],[['CST3']],"[['VIM', 'PEBP1', 'KRT8', 'CRYAB', 'PTPRC', 'DAB2', 'CLU', 'CFL1', 'ENO1']]",0,1,9,0.0,0.0
CIDm44449299,ccRCC,1,23,1.0,-2.6318494100075407,[],[['CST3']],"[['VIM', 'PEBP1', 'KRT8', 'CRYAB', 'PTPRC', 'DAB2', 'CLU', 'CFL1', 'ENO1']]",0,1,9,0.0,0.0
CIDm00123915,ccRCC,1,23,1.0,-2.6318494100075407,[],[['CST3']],"[['VIM', 'PEBP1', 'KRT8', 'CRYAB', 'PTPRC', 'DAB2', 'CLU', 'CFL1', 'ENO1']]",0,1,9,0.0,0.0
CIDm00003631,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24863097,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24879255,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm56955293,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm46854587,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm70692911,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm71452919,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm71460126,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm46855185,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm72725439,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24882004,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00198751,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24881943,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00003991,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm44224102,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00008179,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00008200,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm19770285,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24879380,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm24879378,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00003632,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm56955097,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm72724703,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00001253,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs72724703,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs70692911,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
